                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.5315,                 1.6499,                 1.3105,                0.58477,                0.23717,                0.21419,                 0.1548,                 1.8771,                  1.809,                 1.4594,             0.00074804,             0.00074804,             0.00074804
                     36,                 1.5401,                 1.6675,                 1.3087,                 0.5427,                0.24188,                 0.2061,                0.15178,                 1.8501,                 1.8758,                 1.4175,             0.00073704,             0.00073704,             0.00073704
                     37,                 1.5045,                 1.6193,                  1.294,                  0.535,                0.23388,                 0.2063,                0.14368,                 1.8502,                  1.854,                 1.4181,             0.00072604,             0.00072604,             0.00072604
                     38,                 1.4876,                 1.5937,                  1.295,                0.64479,                0.23268,                0.21001,                 0.1505,                 1.7959,                 1.8243,                 1.4021,             0.00071504,             0.00071504,             0.00071504
                     39,                  1.483,                 1.5931,                 1.2825,                0.53706,                 0.2487,                0.21917,                0.15041,                 1.7872,                 1.7894,                 1.3936,             0.00070404,             0.00070404,             0.00070404
                     40,                 1.4737,                 1.5681,                  1.281,                0.59192,                 0.2216,                0.21766,                0.15111,                 1.8136,                 1.8124,                 1.4209,             0.00069304,             0.00069304,             0.00069304
                     41,                 1.4659,                 1.6073,                  1.279,                0.60296,                0.23076,                 0.2009,                  0.148,                  1.785,                 1.8001,                 1.4016,             0.00068204,             0.00068204,             0.00068204
                     42,                 1.4882,                 1.5757,                 1.2809,                0.61228,                0.24094,                0.21345,                0.14927,                 1.7989,                 1.7653,                 1.4033,             0.00067104,             0.00067104,             0.00067104
                     43,                 1.4777,                  1.571,                 1.2743,                0.61001,                0.23491,                0.20023,                0.14264,                 1.8115,                 1.7928,                 1.4189,             0.00066005,             0.00066005,             0.00066005
                     44,                 1.4701,                 1.5826,                 1.2738,                0.60949,                0.23091,                0.19106,                0.13731,                 1.8026,                 1.8357,                 1.4011,             0.00064905,             0.00064905,             0.00064905
                     45,                 1.4911,                 1.5808,                 1.2781,                0.56223,                0.24906,                 0.2007,                0.14354,                 1.8036,                 1.8117,                 1.3934,             0.00063805,             0.00063805,             0.00063805
                     46,                 1.4086,                 1.5302,                 1.2568,                0.61925,                 0.2295,                0.20363,                0.14553,                 1.8223,                 1.8311,                 1.4149,             0.00062705,             0.00062705,             0.00062705
                     47,                 1.4499,                 1.5676,                 1.2716,                  0.537,                0.24818,                0.20551,                0.14883,                 1.7761,                 1.8356,                 1.3859,             0.00061605,             0.00061605,             0.00061605
                     48,                 1.3834,                 1.5334,                 1.2443,                0.58644,                0.23828,                 0.1956,                0.13587,                 1.7918,                 1.7456,                 1.3934,             0.00060505,             0.00060505,             0.00060505
                     49,                 1.4449,                 1.5287,                  1.258,                0.62574,                0.23311,                0.20208,                0.14367,                 1.8248,                 1.8239,                 1.4205,             0.00059405,             0.00059405,             0.00059405
                     50,                 1.3989,                 1.4829,                 1.2465,                 0.6003,                0.23405,                0.19885,                0.14227,                 1.8234,                 1.8076,                 1.4209,             0.00058305,             0.00058305,             0.00058305
                     51,                 1.3655,                 1.4908,                 1.2303,                0.56854,                0.25016,                0.22727,                 0.1647,                 1.7929,                 1.7533,                 1.4047,             0.00057205,             0.00057205,             0.00057205
                     52,                 1.3676,                 1.4674,                 1.2267,                0.58553,                 0.2536,                0.21039,                0.14802,                 1.7835,                 1.8035,                 1.3984,             0.00056105,             0.00056105,             0.00056105
                     53,                 1.3759,                 1.4637,                 1.2288,                0.59518,                0.24992,                 0.2109,                0.15063,                 1.7568,                 1.7582,                  1.383,             0.00055006,             0.00055006,             0.00055006
                     54,                 1.3927,                 1.5148,                 1.2454,                0.59077,                0.24862,                0.20811,                0.15382,                 1.7781,                 1.8113,                 1.3981,             0.00053906,             0.00053906,             0.00053906
                     55,                 1.3942,                 1.4972,                 1.2421,                 0.5755,                0.22821,                0.19478,                0.14136,                 1.7895,                 1.8244,                 1.4046,             0.00052806,             0.00052806,             0.00052806
                     56,                 1.3609,                 1.4625,                 1.2259,                0.57886,                0.23829,                0.19591,                0.13975,                 1.7649,                 1.7841,                 1.4006,             0.00051706,             0.00051706,             0.00051706
                     57,                 1.3812,                 1.4711,                 1.2241,                0.56346,                 0.2459,                0.20043,                0.14561,                  1.745,                 1.7914,                 1.3803,             0.00050606,             0.00050606,             0.00050606
                     58,                 1.3397,                 1.4034,                  1.203,                0.59016,                0.23899,                0.19163,                0.13723,                 1.7792,                 1.7937,                 1.4041,             0.00049506,             0.00049506,             0.00049506
                     59,                 1.3595,                 1.4246,                 1.2167,                0.56372,                0.25948,                0.21741,                 0.1477,                 1.7648,                 1.7395,                 1.3948,             0.00048406,             0.00048406,             0.00048406
                     60,                 1.3776,                 1.4546,                 1.2292,                0.58364,                0.24733,                0.19988,                0.13943,                 1.7868,                  1.812,                  1.405,             0.00047306,             0.00047306,             0.00047306
                     61,                 1.3403,                 1.4348,                 1.2208,                0.54113,                0.24999,                0.19571,                0.13757,                 1.7855,                 1.8013,                 1.3998,             0.00046206,             0.00046206,             0.00046206
                     62,                 1.3405,                 1.4358,                  1.204,                0.57427,                0.23972,                  0.189,                0.13745,                 1.7875,                 1.8838,                 1.4003,             0.00045107,             0.00045107,             0.00045107
                     63,                 1.3551,                  1.442,                 1.2126,                0.57844,                0.25246,                0.20025,                0.14164,                 1.7784,                 1.8256,                 1.3939,             0.00044007,             0.00044007,             0.00044007
                     64,                 1.3669,                 1.4506,                 1.2226,                0.56505,                0.24518,                0.19979,                0.14213,                 1.7946,                 1.7973,                 1.4057,             0.00042907,             0.00042907,             0.00042907
                     65,                 1.3432,                 1.4219,                 1.2145,                0.55287,                0.22998,                 0.1898,                 0.1352,                 1.7708,                 1.8492,                 1.4006,             0.00041807,             0.00041807,             0.00041807
                     66,                 1.3191,                 1.4191,                 1.1966,                0.53119,                0.23461,                0.18457,                 0.1311,                 1.7705,                 1.8586,                  1.396,             0.00040707,             0.00040707,             0.00040707
                     67,                 1.2824,                   1.36,                 1.1804,                0.52261,                 0.2487,                0.18737,                0.13539,                 1.7759,                 1.8493,                 1.3996,             0.00039607,             0.00039607,             0.00039607
                     68,                 1.3123,                 1.3849,                 1.2032,                 0.5106,                0.23849,                0.19027,                0.13622,                 1.7729,                 1.7987,                 1.4006,             0.00038507,             0.00038507,             0.00038507
                     69,                 1.3076,                  1.372,                 1.1977,                0.52368,                0.24286,                0.20442,                0.14749,                 1.7761,                 1.7745,                 1.4062,             0.00037407,             0.00037407,             0.00037407
                     70,                 1.2963,                 1.3912,                 1.1924,                 0.5195,                0.24819,                0.19637,                0.13919,                 1.7866,                 1.8697,                 1.4022,             0.00036307,             0.00036307,             0.00036307
                     71,                 1.3078,                 1.3707,                  1.201,                0.53212,                0.24808,                0.19484,                0.13898,                  1.751,                 1.8187,                 1.4027,             0.00035208,             0.00035208,             0.00035208
                     72,                 1.3082,                 1.3724,                 1.1928,                0.55877,                0.25381,                0.19654,                0.13983,                 1.7531,                 1.8221,                 1.3927,             0.00034108,             0.00034108,             0.00034108
                     73,                 1.2808,                 1.3441,                 1.1774,                0.54216,                0.24687,                0.19659,                0.13884,                 1.7438,                 1.8121,                 1.3947,             0.00033008,             0.00033008,             0.00033008
                     74,                 1.2721,                 1.3291,                 1.1777,                0.52448,                0.26042,                0.20149,                0.14238,                 1.7393,                 1.7683,                 1.3872,             0.00031908,             0.00031908,             0.00031908
                     75,                 1.2514,                 1.3236,                 1.1695,                0.56305,                0.23185,                0.19407,                0.14374,                 1.7246,                  1.853,                 1.3782,             0.00030808,             0.00030808,             0.00030808
                     76,                 1.2837,                 1.3327,                 1.1733,                0.51877,                0.24473,                0.19104,                0.13763,                 1.7621,                 1.8816,                 1.3911,             0.00029708,             0.00029708,             0.00029708
                     77,                 1.2699,                 1.3086,                 1.1693,                0.51918,                0.25425,                0.20341,                 0.1493,                 1.7204,                 1.8192,                 1.3787,             0.00028608,             0.00028608,             0.00028608
                     78,                 1.2694,                 1.3219,                 1.1745,                0.53613,                0.25697,                0.19476,                 0.1395,                 1.7196,                 1.8138,                 1.3742,             0.00027508,             0.00027508,             0.00027508
                     79,                 1.2349,                 1.3159,                 1.1604,                0.54648,                0.23447,                0.18577,                0.13279,                 1.7475,                 1.8602,                 1.3868,             0.00026408,             0.00026408,             0.00026408
                     80,                 1.2714,                  1.332,                 1.1758,                0.54719,                0.23768,                0.19007,                0.13658,                 1.7573,                 1.8782,                 1.4034,             0.00025309,             0.00025309,             0.00025309
                     81,                 1.2417,                  1.308,                 1.1602,                0.55268,                0.24962,                0.19863,                0.13817,                 1.7387,                 1.7897,                 1.3944,             0.00024209,             0.00024209,             0.00024209
                     82,                  1.222,                 1.2994,                 1.1509,                0.53642,                0.24595,                0.19441,                0.14011,                 1.7269,                 1.8635,                 1.3859,             0.00023109,             0.00023109,             0.00023109
                     83,                 1.2389,                 1.3042,                 1.1564,                0.52213,                0.25266,                0.19925,                0.14144,                 1.7319,                 1.8363,                 1.3786,             0.00022009,             0.00022009,             0.00022009
                     84,                 1.2457,                 1.2771,                 1.1558,                0.53338,                0.25014,                0.19972,                0.14501,                 1.7301,                 1.8166,                 1.3826,             0.00020909,             0.00020909,             0.00020909
                     85,                 1.2262,                 1.2644,                 1.1578,                0.50881,                0.24726,                0.19801,                0.14255,                 1.7398,                 1.8308,                 1.3888,             0.00019809,             0.00019809,             0.00019809
                     86,                 1.2087,                 1.2653,                 1.1279,                0.51953,                0.25087,                0.19222,                0.13897,                 1.7394,                 1.8372,                 1.3872,             0.00018709,             0.00018709,             0.00018709
                     87,                 1.2161,                 1.2908,                  1.146,                0.51231,                0.25524,                0.18249,                0.13081,                 1.7436,                 1.8355,                  1.395,             0.00017609,             0.00017609,             0.00017609
                     88,                 1.1973,                 1.2657,                 1.1472,                0.51987,                0.24902,                0.19309,                0.13886,                 1.7364,                  1.836,                 1.3921,             0.00016509,             0.00016509,             0.00016509
                     89,                 1.2183,                 1.2678,                 1.1443,                0.53641,                0.25137,                0.19977,                0.14297,                 1.7336,                  1.841,                 1.3876,              0.0001541,              0.0001541,              0.0001541
                     90,                 1.2137,                 1.2823,                 1.1426,                0.51089,                0.24898,                 0.1922,                0.14147,                 1.7288,                 1.8834,                 1.3861,              0.0001431,              0.0001431,              0.0001431
                     91,                 1.3193,                 1.3214,                 1.2029,                0.56352,                0.24753,                0.20118,                0.14454,                 1.7484,                 1.8477,                 1.4073,              0.0001321,              0.0001321,              0.0001321
                     92,                 1.2648,                 1.2719,                 1.1565,                0.54319,                0.24032,                0.19507,                0.13584,                 1.7709,                 1.8974,                 1.4196,              0.0001211,              0.0001211,              0.0001211
                     93,                 1.2543,                 1.2649,                  1.167,                0.53951,                0.25502,                0.20218,                0.14439,                 1.7341,                 1.8504,                 1.3873,              0.0001101,              0.0001101,              0.0001101
                     94,                 1.2351,                 1.2439,                 1.1528,                0.54306,                0.24046,                0.19317,                0.14105,                 1.7217,                  1.901,                 1.3768,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                 1.2184,                 1.2437,                 1.1473,                0.56862,                0.24055,                 0.1983,                0.14344,                 1.7318,                  1.866,                 1.3884,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                 1.2236,                 1.2371,                 1.1493,                 0.5628,                0.24436,                0.19606,                0.14037,                 1.7396,                 1.8757,                 1.3914,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                 1.2148,                 1.2279,                 1.1485,                0.53536,                0.24813,                0.19584,                0.14013,                 1.7313,                 1.8819,                 1.3887,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                 1.2156,                 1.2242,                 1.1478,                0.53887,                  0.252,                 0.2009,                0.14356,                 1.7235,                 1.8562,                 1.3866,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                 1.2096,                 1.2048,                 1.1387,                0.53593,                0.24486,                0.19707,                0.14234,                 1.7292,                 1.8528,                  1.391,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                  1.216,                 1.2233,                 1.1431,                0.53598,                0.23841,                0.19303,                0.14137,                 1.7275,                 1.8927,                 1.3916,             3.3108e-05,             3.3108e-05,             3.3108e-05
